,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
10,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,0.0014,0.002,0,-0.0003,0.0025,0.0044,0.0123,0.019,-0.0078,-0.0005,0.00155,0.00188,-0.00022,-5.00E-05,0.00335,0.00334,0.01445,0.01648,-0.00037,-0.01044,0.0041,0.006,0.005,-0.0001,-0.0009,-0.0005,0.0072,0.0128,0.01,0.0358,0.0554,0.0456,-0.0226,-0.0014,-0.012,-0.285887,0.008921,0.6218,388.4566,1549.79978,3288.20325,1.449280229,168.01,265.97,0.3978,-3.7682,9.3483,0.7594,1.3418,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,98
11,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,0.0014,0.002,0,-0.0003,0.0025,0.0044,0.0123,0.019,-0.0078,-0.0005,0.00155,0.00188,-0.00022,-5.00E-05,0.00335,0.00334,0.01445,0.01648,-0.00037,-0.01044,0.0041,0.006,0.005,-0.0001,-0.0009,-0.0005,0.0072,0.0128,0.01,0.0358,0.0554,0.0456,-0.0226,-0.0014,-0.012,-0.285887,0.008921,0.6218,388.4566,1549.79978,3288.20325,1.449280229,168.01,265.97,0.3978,-3.7682,9.3483,0.7594,1.3418,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,93
12,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,81
13,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,93
14,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,95
15,0.2353,-0.0163,0.0472,0.0046,0.0434,0.0049,-0.01688,0.34407,0.00475,0.06908,0.0051,0.06345,0.7517,-0.052,-0.281452,-0.042182,2.028446,239.24438,984.02685,1972.0265,1.29394056,101.48,174.08,0.6461,-4.2018,8.5165,1.0365,1.4625,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,80
16,0.2353,-0.0163,0.0472,0.0046,0.0434,0.0049,-0.01688,0.34407,0.00475,0.06908,0.0051,0.06345,0.7517,-0.052,-0.281452,-0.042182,2.028446,239.24438,984.02685,1972.0265,1.29394056,101.48,174.08,0.6461,-4.2018,8.5165,1.0365,1.4625,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,89
17,0.2353,-0.0163,0.0472,0.0046,0.0434,0.0049,-0.01688,0.34407,0.00475,0.06908,0.0051,0.06345,0.7517,-0.052,-0.281452,-0.042182,2.028446,239.24438,984.02685,1972.0265,1.29394056,101.48,174.08,0.6461,-4.2018,8.5165,1.0365,1.4625,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,93
18,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,83
19,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,87
20,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,0.0067,0.0202,0.0307,0.0292,0.0271,0.0473,0.2056,0.1652,0.1832,0.1678,0.01289,0.0027,0.01859,0.01246,0.03011,0.01101,0.10523,0.08347,0.10686,0.07439,0.0154,0.0468,0.0311,0.0709,0.0674,0.0692,0.0626,0.1093,0.086,0.475,0.3818,0.4284,0.4233,0.3878,0.4056,-0.320275,0.034138,0.717556,146.14144,687.46667,1205.0669,1.255336292,103.87,88.64,0.5547,-3.8727,11.7756,0.6368,0.4061,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,92
21,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,91
22,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,92
23,0.2269,0.0349,0.0425,0.1245,0.0736,0.2118,0.02798,-0.08129,0.09969,-0.01523,0.16962,-0.02636,0.4896,0.0754,-0.348363,0.024874,1.32034,145.15668,666.8635,1228.13771,1.202416089,102.14,84.6,0.5377,-4.4944,12.6124,0.8008,-0.3582,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,89
24,0.221,0.0289,0.0425,0.1423,0.0425,0.1423,0.01895,-0.05301,0.09334,-0.0102,0.09335,-0.0102,0.4767,0.0623,-0.344014,0.049288,1.321358,217.26256,957.05316,1903.23563,1.288616133,82.64,185.36,0.3784,-4.0683,12.6126,0.6561,-0.2399,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,95
25,0.221,0.0289,0.0425,0.1423,0.0425,0.1423,0.01895,-0.05301,0.09334,-0.0102,0.09335,-0.0102,0.4767,0.0623,-0.344014,0.049288,1.321358,217.26256,957.05316,1903.23563,1.288616133,82.64,185.36,0.3784,-4.0683,12.6126,0.6561,-0.2399,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.24913,-0.024384,1.116942,599.65462,1889.67912,4812.0704,1.370932141,253.97,275.2,0.45999442,-3.0857,6.5554,0.7262,3.9521,1,97
26,0.221,0.0289,0.0425,0.1423,0.0425,0.1423,0.01895,-0.05301,0.09334,-0.0102,0.09335,-0.0102,0.4767,0.0623,-0.344014,0.049288,1.321358,217.26256,957.05316,1903.23563,1.288616133,82.64,185.36,0.3784,-4.0683,12.6126,0.6561,-0.2399,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.247552,-0.022351,0.488462,639.72002,2046.12369,5163.15288,1.416351682,227.19,345.79,0.36256337,-3.6545,7.1411,0.9351,2.385,1,98
27,0.0601,0.0266,0.0174,0.0824,0.0174,0.0824,0.03806,-0.00058,0.11788,-0.00017,0.11788,-0.00017,0.1692,0.0749,-0.335552,-0.051718,1.044006,147.1311,603.07986,1122.41831,1.154660225,92.44,76.44,0.5615,-5.2598,9.6698,1.4305,-0.0096,-0.0001,-0.0001,0.0019,0.0016,0.0032,0.0033,0.0056,0.0049,-0.0014,-0.0009,-4.00E-05,-8.00E-05,0.00122,0.00264,0.00243,0.00437,0.00362,0.00767,-0.00068,-0.00185,-0.0002,-0.0001,-0.0002,0.0056,0.0047,0.0052,0.0093,0.0095,0.0094,0.0164,0.0141,0.0152,-0.004,-0.0026,-0.0033,-0.285185,0.010071,0.337894,402.48321,1600.2178,3430.65962,1.454710428,155.71,292.4,0.3832,-3.7376,9.3748,0.7451,1.3609,-0.253552,-0.025882,0.609726,539.60266,1751.79712,4390.59312,1.350986124,235.24,255.32,0.43529895,-3.2479,6.7136,0.7856,3.7559,1,91
